@RELATION	text2arff

@ATTRIBUTE	tanimi_nedir	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	class	{acele_etmek,aciklamak,acilmak,acmak,affetmek,ag,agac,aglamak,akil_etmek,alay_etmek,alismak,almak,anlamak,anlatmak,anmak,araba_surmek,aramak,artmak,arzu_etmek,asik_olmak,asmak,atamak,ates_etmek,atlamak,atmak,ayaga_kalkmak,ayarlamak,ayirmak,ayrilmak,bagirmak,bagislamak,baglamak,bahsetmek,bakmak,balik_tutmak,banyo_yapmak,barismak,basarmak,baslamak,baslatmak,basmak,begenmek,beklemek,belgelemek,belirlemek,belirtmek,benzemek,bikmak,bildirmek,bilmek,binmek,bir_araya_gelmek,birakmak,bitirmek,bitmek,bolmek,borc_almak,borc_vermek,bozdurmak,bozmak,bulmak,bulunmak,bulusmak,buyumek,cagirmak,cagrida_bulunmak,calismak,calmak,can_almak,can_vermek,cani_sikilmak,canlandirmak,canlanmak,canta,carpismak,carpmak,catal,cati,cavdar,cay,cekmece,cekmek,cekyat,celik,cerceve,cereyan_etmek,cevap_vermek,cevaplandirmak,cevirmek,ceza_vermek,cezalandirmak,cicek,cikarmak,cikartma,cikmak,cikolata,cikrik,cimento,cini,civi,cizmek,cokelek,corap,cozmek,cuval,dagitmak,daire,dal,damga,dans_etmek,dantel,davam_etmek,davet_etmek,davranmak,degerlendirmek,degismek,degistirmek,demek,denemek,ders_calismak,desteklemek,deterjan,devam_etmek,dikkat_etmek,dile_getirmek,dilemek,dinlemek,dinlenmek,dogmak,dogrulamak,dokmek,dokunmak,dolasmak,donmek,dovmek,dua_etmek,durdurmak,durmak,dus_yapmak,dusmek,dusunmek,duvar,duymak,duzenlemek,eglenmek,ele_gecirmek,emekli_olmak,emretmek,endise_etmek,engel_olmak,engellemek,ertelemek,etkilemek,ev_tutmak,evlenme_teklif_etmek,evlenmek,ezberlemek,farketmek,farzetmek,feshetmek,fotokopi_cekmek,fren_yapmak,gec_kalmak,gecikmek,gecirmek,gecmek,gelismek,gelistirmek,gelmek,gerceklesmek,gerceklestirmek,gerekmek,geri_vermek,getirmek,gezmek,girmek,gitmek,giyinmek,giymek,gizlemek,gocmek,gondermek,gormek,gorunmek,gorusmek,gostermek,goturmek,goz_atmak,gozaltina_almak,gozden_gecirmek,gozukmek,grev_yapmak,gulmek,guzellesmek,haber_vermek,harcamak,hatirlamak,hatirlatmak,hazirlamak,hazirlanmak,heyecan_duymak,hissetmek,hosa_gitmek,hoslanmak,icmek,idare_etmek,iddia_etmek,ifade_vermek,ihrac_etmek,ihtiva_etmek,ikaz_etmek,ikna_etmek,ikram_etmek,ilan_etmek,ileri_surmek,ilerlemek,ilgilenmek,imkansiz,imtihan_etmek,imtihana_girmek,imzalamak,inanmak,incelemek,inmek,insaat_yapmak,iptal_etmek,isaret_etmek,isbirligi_yapmak,isgal_etmek,isinmak,isirmak,isitmak,isitmek,ismarlamak,israr_etmek,istemek,istifa_etmek,isyan_etmek,ithal_etmek,itiraz_etmek,itmek,izah_etmek,izin_almak,izin_vermek,izlemek,kabul_etmek,kacirmak,kacmak,kahvalti_etmek,kaldirmak,kalkmak,kalmak,kamp_yapmak,kanunlasmak,kapamak,kapanmak,kar_etmek,karar_vermek,karismak,karsi_cikmak,karsilamak,karsilastirmak,katilmak,kaybetmek,kaybolmak,kaydetmek,kaygilanmak,kayit_yaptirmak,kaynaklanmak,kaza_yapmak,kaza_yaptirmak,kazanmak,kesmek,kinamak,kirada_oturmak,kiralamak,kirmak,kizmak,koklamak,kokmak,kolaylamak,kolaylasmak,kontrol_etmek,konusmak,korkmak,korumak,kosmak,kovmak,koymak,kullanmak,kurmak,kurtarmak,kuskulanmak,kutlamak,kuvvetlenmek,lazim_olmak,mahvetmek,mecbur_olmak,memnun_kalmak,memnun_olmak,merak_etmek,mesgul_olmak,meshur_olmak,meydana_cikmak,meydana_gelmek,mezun_olmak,monte_etmek,mudafaa_etmek,mudahale_etmek,munakasa_etmek,muracaat_etmek,musaade_etmek,neden_olmak,nefret_etmek,nezle_olmak,nitelendirmek,noktalamak,not_almak,not_etmek,not_tutmak,odemek,ogrenmek,ogretmek,okumak,oldurmek,olmak,olmek,olusmak,olusturmak,onaylamak,one_surmek,onem_vermek,onermek,ongormek,onlemek,opmek,ortadan_kaldirmak,ortaya_cikarmak,ortaya_koymak,oturmak,oy_vermek,oynamak,ozetlemek,ozlemek,ozur_dilemek,paniklemek,para_kazanmak,pazarlik_etmek,pisirmek,pisman_olmak,pismek,planlamak,postalamak,rahat_almak,rahatsiz_etmek,rastlamak,razi_olmak,reddetmek,rejim_yapmak,restore_etmek,rica_etmek,riske_girmek,riski_girmek,saglamak,saklamak,saldirmak,sanmak,sapmak,saptamak,sarki_soylemek,sarmak,sart,sasirmak,sasmak,satin_almak,satmak,savasmak,savunmak,saymak,selamlamak,sevinmek,sevmek,seyahat_etmek,seyretmek,siginmak,sikayet_etmek,sikilmak,sinava_girmek,sinirlamak,sohbet_etmek,sokmak,son_vermek,sona_ermek,soylemek,soz_vermek,spor_yapmak,suphe_etmek,surdurmek,surmek,takip_etmek,takmak,tanismak,tanistirmak,tasimak,tavsiye_etmek,teklif_etmek,tekrar_etmek,telefon_etmek,temas_etmek,temas_kurmak,temin_etmek,temizlemek,temsil_etmek,tercih_etmek,tercume_etmek,terfi_etmek,terlemek,tesekkur_etmek,tesir_etmek,teslim_etmek,tesvik_etmek,titremek,toplamak,toplanmak,tutmak,tutuklamak,ucmak,ugramak,ugrasmak,ulasmak,umit_etmek,ummak,unutmak,uretmek,usumek,uyanmak,uyarmak,uygulamak,uymak,uyumak,uzanmak,uzerinde_durmak,uzulmek,var_olmak,varmak,vazgecmek,vermek,vurmak,yagmak,yakalamak,yaklasmak,yakmak,yalanlamak,yanit_vermek,yanitlamak,yanitsiz_birakmak,yanmak,yapmak,yaratmak,yasaklamak,yasaklanmak,yasamak,yaslanmak,yatirmak,yatmak,yaymak,yazmak,yedirmek,yemek_yemek,yenmek,yer_almak,yer_vermek,yerine_getirmek,yetismek,yetistirmek,yikamak,yikmak,yol_acmak,yolculuk_yapmak,yollamak,yonetmek,yorulmak,yukselmek,yurumek,yurutmek,yuzmek,zahmet_etmek,zannetmek,zarar_etmek,ziyan_etmek,ziyaret_etmek,zorlamak,zorluk_cekmek,zorunda_olmak}

@DATA
"bir ise gecerli bir sebep olmaksizin baslamamak","insan","oyalanmak","yorgun olmak  cani istememek","usenmek  korkmak","yetismemek","zihinsel","soz ","ise","","ofis  ev",ertelemek
"daha sonraya birakmak","insan","ileriye atmak","","","uzatmak  ilerletmek","","","","","",ertelemek
"Herhangi bir eylemle birinin ilgisini cekmek","insan","guzel soz dans","ilgi cekmek","onemsemek","dikkat cekmek","fiziksel","","karsi cins","","",etkilemek
"begendirmek","canli","guzel kokarak","","","asik olunur","zihinsel","parfum ile","","","",etkilemek
"bir kimse ya da nesneyi etki altina almak","insan","soz  beden dili","dikkat cekmek","hoslanmak","mutlu olmak  hedefe ulasmak","fiziksel","beden  hediye  iltifat ","insan","","ic mekan  dis mekan",etkilemek
"","insan","","","","","","","","","",etkilemek
"barinmak icin konut kiralamak","insan","arastirarak","barinmak","evsiz kalmak","barinmak","fiziksel","insan","","","",ev_tutmak
"yasamak icin ortam bulmak","insan","ya kiralanir ya da satin alinilir","yeni eve tasinmak icin","evsiz","yeni ev sahibi","fiziksel","yasama alani","kendine  ailesine","evi","emlakci",ev_tutmak
"bir yerde ev kiralamak","insan","odeme yapmak","ihtiyaci olmak","disarda kalmak","mutlu olmak","zihinsel","para","bina","","binada",ev_tutmak
"","insan","kiralamak  satin almak","","","sahip olmak","fiziksel","","","","",ev_tutmak
"Sevgiliye es olmasi icin yapilan teklif","erkek","","beraber yaslanmak","sevmek","mutluluk","fiziksel","yakin dostlar","kadin","","",evlenme_teklif_etmek
"Kanun icinde birliktelik teklifi.","Erkek","Dize cokerek","Birliktelik","Bekar","Evli","Zihinsel","İki kisi","Kadina","","Restoran",evlenme_teklif_etmek
"bir kisinin kadina olan baglilik sozunu dile getirmesi","insan","diz kapagi uzerine egilmek","hayat birlestirmek","asik olmak","mutlu olmak  evlenmek","fiziksel","insan","insan","","dis mekan",evlenme_teklif_etmek
"","insan","","","","","fiziksel","","","","",evlenme_teklif_etmek
"sevdigin kisiyle aile olmak","erkek kadin","dugun","yuva kurmak","sevmek","aile mutluluk","fiziksel","aile akraba arkadas","","","",evlenmek
"nikah esliginde sozlu beyan","cift insan","dugun esliginde","birlte yasamak icin","sevince","evli","fiziksel","soz ile","sevdigine","dugunu","nikah dairesi",evlenmek
"iki kisinin dini  hukuki torelere uygun sekilde bir araya gelmesidir.","insan","imza atmak","hayat birlestirmek","anlasmak","bir arada yasamak","fiziksel","beden","insan","","evlendirme dairesi",evlenmek
"aile kurmak","insan","dugun","","","","fiziksel","","","","",evlenmek
"okunan bir bilgiyi zihinden soylemek","insan","tekrar etmek","ogrenmek","bilgiye ihtiyac","kullanmak","fiziksel","","","","",ezberlemek
"akilda tutmak","insan","tekrarlayarak","formul bilmek","sinav","dogru cevaplamis","fiziksel","beyin","odeve","dersi","okulda",ezberlemek
"herhangi bir sozu  metni  davranisi eksiksiz akilda tutmak","insan","surekli tekrar etmek","akilda kalmak","unutmak istememek","bilgi sahibi olmak","zihinsel","beden","insan   hayvan","tekrar","bilgisayar  kagit   zihin",ezberlemek
"akilda tutmak","insan","","","","","zihinsel","","","","",ezberlemek
"bir olayin bilincine varmak","insan","dikkat vermek","anlamak","","anlamak","zihinsel","","","","",farketmek
"varligindan yeni haberdar olmak","insan","bakarak","varligini bilmiyorsan","varsayinca","farketmis","zihinsel","goz ile","kisiye","olayi","her yerde",farketmek
"bir seyi anlamak  sezmek","insan  hayvan","dikkat","korumak","guvende hissetmek","tehlikeden uzaklasmak","zihinsel","beden","insan  kaza   tehlike","","ic mekan  dis mekan",farketmek
"anlamak  sezmek","insan  hayvan","","","","anlamak","zihinsel","","","","",farketmek
"bir olayin gerceklesme ihtimalini dusunmek","insan","ihtimal vermek","durum degerlendirmek","","farkindalik yaratmak","zihinsel","","","","",farzetmek
"oyle var saymak","insan","olan durumu ya soyle olsaydi","baska olasiliklar icin","pisman olmamak icin","var saymis","zihinsel","dusuncelerle","olaya","olmayani","dusundugun tum yerler",farzetmek
"bir olayin ve durumun hayali gerceklestigini varsaymak","insan","hayal kurmak","secenek olusturmak","ihtimalleri dusunmek","dusunce icin ilerlemek","zihinsel","dusunce","","","",farzetmek
"varsaymak","insan","zannetmek","","","","zihinsel","","","","",farzetmek
"bir anlasmayi sonlandirmak","insan","yok saymak","anlasma bozulmasi","","iletisim sonlanmak","fiziksel","insan","","","",feshetmek
"iptal etmek","is insani","kabul etmeyerek","iptal ","uyumsuzluk olursa","anlasamamak","fiziksel","sozlesme","insana","sozlesme","ofiste",feshetmek
"bir sozlesmeyi gecersiz kilmak  kaldirmak","insan","yirtmak","iptal etmek","guveni kaybetmek  sinir olmak","kabullenmek","fiziksel","beden","dosya  anlasma","konu","ic mekan  dis mekan",feshetmek
"caymak  gecersiz kilmak","insan","bozmak","","","ayrilmak","","","","","",feshetmek
"bir kagidin kopyasini uretmek","ogrenci ogretmen","","kopya uretmek","belge cogaltma ihtiyaci","kopya uretilir","fiziksel","makine","","","kirtasiye",fotokopi_cekmek
"kopyalamak","fotokobici","makine ile","bilmek","bilgi ihtiyaci","bilgiye sahip","fiziksel","kagit","orneklere","","kirtasiye",fotokopi_cekmek
"bir sayfanin kopyasini cekmek","insan","makinenin guc acma tusuna basmak","belge cogaltmak","","belge cogaltmak","fiziksel","makine  insan","insan","dosya","kirtasiyede",fotokopi_cekmek
"kopyalamak","insan  esya","cogaltmak","","","","fiziksel","","","","",fotokopi_cekmek
"Bir aracta hareket halindeyken hiz yavaslatmak","surucu","pedala basarak","araci yavaslatmak","arac hizli oldugunda","yavaslamak","fiziksel","yolcu","","","yol",fren_yapmak
"ani durmak","surucu","fren pedalina basarak","arabayi durdurmak ","durma vakti gelince","kurallara uymus","fiziksel","araba","kirmizi isiga","arabayi","yolda",fren_yapmak
"tasitin hizini kesmek ya da durmak","insan","durdurarak","durmak","devam etmemek","sonlanmak  hareketsiz kalmak","fiziksel","arac","arac","","yol",fren_yapmak
"","","durmak","","","","fiziksel","","","","",fren_yapmak
"bir yere vaktinden sonra gitmek","insan","sureyi asmak","","planlanan surede varamamak","","","","","","",gec_kalmak
"bir yere yetisememek","insan","","bilgi alisverisi ","gorusme gerekirse","","fiziksel","toplantiya","insan","bulusma","toplanti odasinda",gec_kalmak
"belirlenmis ya da olmasi gereken zamandan daha sonraya kalmak","insan","yetisememek","yeterli vakit bulamamak","hazirlanamamak","mutsuz olmak  suclu hissetmek","fiziksel","araba  ucak  gemi","is  insan","","ic mekan  dis mekan",gec_kalmak
"zamaninda davranmamak  sonraya kalmak","","","","","","fiziksel","","","","",gec_kalmak
"bir yere vaktinden sonra gitmek","insan","sureyi asmak","","planlanan surede varamamak","","fiziksel","","","","",gecikmek
"vaktinden sonra varicagini soylemek","insan","yola gec cikarak","farketmeden","zamansiz","sonradan varmis","fiziksel","metrobusle","okula","metrobusu","yolda",gecikmek
"biri isin bitmesine veya bulusmaya gec kalmak","insan","gec kalmak","istememek  gec hazirlanmak  unutmak","sorun olmak  problem cikmak","mutsuz olmak  suclu hissetmek","fiziksel","arkadas  aile","insan  is","problem  konu","ic mekan  dis mekan",gecikmek
"","","","","","","fiziksel","","","","",gecikmek
"vakit doldurmak","insan","oyalanmak","sure doldurmak","bos vakit ","oyalanmak","fiziksel","insan","","","",gecirmek
"ugurlamak","cocuk","el sallayarak","ugurlamak icin","veda olunca","vedalasmis","fiziksel","el ile","aileye","insanlari","kapinin onunde",gecirmek
"bir seyi bir yerden oteki yana goturmek.","insan","tasimak","gerek olmak  guzel gorunmek","ihtiyaci olmak","yerini degistirmek","fiziksel","beden","insan  obje","esya","ic mekan  dis mekan",gecirmek
"bir yere goturmek","","","","","","fiziksel","","","","",gecirmek
"bir dersten basarili sayilmak","ogrenci","calismak","basarili olmak","sorumlu olmak","basarmak","zihinsel","","ilgili ders","","",gecmek
"yuksek puan almak","ogrenci","ders calisarak","bir ust egitime gecmek","sinav vakti gelince","sinavi basarili bitirmis","zihinsel","calisma ile","yeni sinifa ","sinavi","sinav salonunda ",gecmek
"bir yerden baska bir yere gitmek","insan  hayvan","yurumek","tatil yapmak  gezmek","kesfetmek","mutlu olmak","fiziksel","araba  ucak  gemi","mekan","seyahat","ic mekan  dis mekan",gecmek
"yer degistirmek","","","","","","fiziksel","","","","",gecmek
"bir konuda bilgi seviyesini artirmak","insan","ogrenmek","basarili olmak","","bilgili olmak","zihinsel","","","","",gelismek
"ilerleme gostermek","insan","bol okuma yaparak","okumayi duzeltmek","yavas okuyunca","hizli okumaya baslar","fiziksel","kitap okuyarak","","beyni","kutuphanede",gelismek
"canlilarin serpilip buyumesi ve boy atip yetismesi","insan  hayvan  bitki","emek vermek","","","buyumek  olgunlasmak","fiziksel","beden","insan  bitki  hayvan","","ic mekan  dis mekan",gelismek
"buyumek  yetismek","","","","","ilerlemek","","","","","",gelismek
"bir konuda bir kisinin bilgi seviyesini artirmak","insan","ogretmek","basartmak","","bilgi aktarmak","zihinsel","insan","","","",gelistirmek
"islevini arttirmak","muhendis","yeni komutlar yazarak","bir cok konuda ise yarasin diye","yeni komutlar gerekince","yeni komutlari","zihinsel","kod ile","makineye","kodu","bilisim odasinda",gelistirmek
"bir canlinin gelismesini saglamak","insan  hayvan  bitki","","","","","fiziksel","beden","","","",gelistirmek
"","","ilerletmek","","","ilerlemek","","","","","",gelistirmek
"bir yere varmak","insan","yurumek kosmak","varmak","","","fiziksel","","ev okul","","",gelmek
"ortamda yeni bulunmak","insan","vararak","","","","fiziksel","yurume ile","okula","","",gelmek
"bir yerden bir yere varmak  ulasmak","insan  hayvan","yurumek","calismak  gezmek","is cikmak","varmis olmak","fiziksel","beden","insan","","dis mekan",gelmek
"bir yere varmak","","","","","konusmak  tanismak","fiziksel","","","","",gelmek
"yerine gelmek","olay","eylem hareket","","","eylem yerine getirilmek","zihinsel","","","","",gerceklesmek
"Bir durumun olmasi  sonuca ulasmasi","maddeler","Bir olayin olmasiyla","var olmak","var olmak","var olmak","fiziksel","madde","","","",gerceklesmek
"bir olayin (projenin) gercek durumuna gelmesi","insan","","","","","fiziksel","","","","",gerceklesmek
"yerine gelmek  olusmak","","olmak","","","","","","","","",gerceklesmek
"bir eylemi yerine getirmek","insan","eylem hareket","","","eylem yerine getirilmek","zihinsel","insan","","","",gerceklestirmek
"bir hayalin yapilma durumu","insan","makinelerle evi insaa etmek","hayalindeki evi yapmak icin","hayallerin","hedeflerine ulasmis","fiziksel","makine","topraga","insaasi","",gerceklestirmek
"gerceklesmesini saglamak  gercek durumuna getirmek","insan","","","","","zihinsel","beden","","","ic mekan  dis mekan",gerceklestirmek
"yapmak  uygulamak","","","","","","","","","","",gerceklestirmek
"bir seyin olabilmesine bagli bulunmak","islem","","islem yapmak","","","zihinsel","","","","",gerekmek
"İhtiyac duymak","Yemek  Su","Acil","İhtiyac oldugu icin.","İhtiyac olunca","ihyac giderilir","fiziksel","","","","",gerekmek
"bir seyin olabilmesi  yapilabilmesi ya da gerceklesmesi onun olmasina bagli bulunmak","insan","","","","","zihinsel","","","","",gerekmek
"alinan bir urunu iade etmek","insan","teslim etmek","hasar bulmak","bozuk urun","iade etmek","fiziksel","urun","","","",geri_vermek
"alinani ilk konumuna dondurme ","insan","baskasinin olani sahibine dondurme","bir sureligine lazim olani almak isi bitince vermek","isi bitince","sahibine vermis","fiziksel","odunc esya","arkadasa","odunc esyayi","sinifta",geri_vermek
"bir seyi aldigi yere ya da kimseye vermek.","insan","hareket etmek","yardim etmek  ihtiyacim olmamak","zamani doldurmak","geri iade etmek","fiziksel","insan","","","",geri_vermek
"iade etmek","","iade","","","almak","","","","","",geri_vermek
"bir malzemenin gelmesini saglamak","insan","malzeme yer degistirmek","bulundurmak","malzemeye ihtiyac duymak","bulunmak","fiziksel","","insan","","",getirmek
"tasimak ","insan","","doymak","acikinca","doymak","fiziksel","esya","insana","yemek","ofiste",getirmek
"bir seyin gelmesini saglamak","insan  hayvan","","ulastirmak","ihtiyac duymak","sahip olmak","fiziksel","beden","insan","","ic mekan  dis mekan",getirmek
"bir seyi ustunde bulundurmak","","","","","","","","","","",getirmek
"eglenmek hava almak icin bir yere gitmek","insan","","stres atmak","sikilmak","rahatlamak","fiziksel","yurumek arac","","","",gezmek
"bakinarak yurumek","insan","engelsiz dolasarak ","yeni esya almak","eski esyalar varken","mutlu","fiziksel","ayak","kiyafete ","avm yi","avm de",gezmek
"bir yerde dolasmak  yurumek","insan","dolasmak","kesfetmek","sikilmak  ogrenmek","bilgili  mutlu","fiziksel","beden","mekan","problem  seyahat","ic mekan  dis mekan",gezmek
"eglenmek  bir yerde dolasmak","","dolasmak","","","yorulmak  kesfetmek","fiziksel","","","","",gezmek
"disaridan iceriye  gecmek","insan","hareket etmek","yer degistirmek","disaridan uzaklasmak","iceri varmak","fiziksel","","","","",girmek
"bir konumdan baska konuma yer degistirme","insan  hayvan","hizli  yavas","ulasmak","yer degisikligi gerekince","varmak","fiziksel","hareket ederek","yere  insana ","randevu ev is  okul","ev okul is sokak yol yaris",girmek
"bir yerde disadiran iceri gecmek","insan  hayvan","yurumek","disarida kalmamak","merak etmek  hedefe ulasmak","iceride olmak","fiziksel","beden","mekan","seyahat","ic mekan  dis mekan",girmek
"gecmek","","","","","","fiziksel","","","","",girmek
"Bir yerden farkli bir yere ulasmak","insan","","ulasmak","gerektiginde","ulasilir","fiziksel","araba  yuruyerek","","","yolda",gitmek
"bir yere haraket etmek","insan","yuruyerek","kacmak","sikilinca","ayrilmak","fiziksel","ayaklar","insana","kacmak","her yerde yapilabilir",gitmek
"Bir yere ulasmak","insan  hayvan","","ulasmak","vakit gelince","","fiziksel","araba  ucak","","","yol  trafik",gitmek
"bir yone dogru yonelmek","İnsan/hayvan","yuruyerek  surerek","ogrenmek ","bilgi","ulasilir","fiziksel","ayak bacak arac ","yone tarafa","tarafi  kisiye","yolda  aracta",gitmek
"bir noktadan baska bir noktaya varmak ","insan  hayvan","yurumek  ucmak","kavusmak ozlem gidermek egitim","ihtiyac","ulasmak","fiziksel","otomobil ucak","yer lokasyon","","dunya",gitmek
"Elbiseleri vucuda yerlestirmek","insan","uyumlu","isinmak","usumek","isinmak","fiziksel","kiyafet","","","evde",giyinmek
"bir seyleri ustune gecirmek","insan","elle","gorunmek","usuyunce","guzel hissetmek","fiziksel","kiyafet","insana","gorunmek","her yerde yapilabilir",giyinmek
"ustune bir sey gecirmek","kadinlar","giyilerek","usumemek","usuyunce","isinilir","fiziksel","elbise","insana  hayvana","","evde",giyinmek
"insanlarin vucutlarina giydikleri kiyafet","insan giyer","uzanarak","usememek icin","ciplak olunca","usumez","fiziksel","el ile ","insana","","evde",giyinmek
"Giysi degistirmek  uzerine giymek","canli cansiz","ustune gecirerek","ihtiyac","gereklilik","tamamlanir","fiziksel","el kol ayak ","canli  cansiz  insan","elbiseyi  kiyafeti","evde  magazada",giyinmek
"herhangi bir kiyafeti ustumuze almak.","insan  hayvan","ortunmek","isinmak","usumek","isinmak","fiziksel","kiyafetler","insan","pantolan   kazak elbise etek","ev soyunma kabini",giyinmek
"Elbiseleri vucuda yerlestirmek","insan","uyumlu","isinmak","usumek","isinmak","fiziksel","kiyafet","","","evde",giymek
"bir seyleri ustune gecirmek","insan","elle","gorunmek","sikilinca","usumemek","fiziksel","kiyafet","insana","gorunmek","her yerde yapilabilir",giymek
"ustune bir sey gecirmek","insanlar","giyerek","usumemek","usuyunce","isinilir","fiziksel","kiyafet","insana","","evde",giymek
"kiyafet giymek","insan giyer","uzanarak","usememek icin","kirlenince","insan usumez","fiziksel","el ile ","insana","","odada",giymek
"kiyafeti ustune gecirmek","canli cansiz","ustune gecirerek","gereklilik","gereklilik","hazir olunur","fiziksel","el kol ayak ","canli  cansiz  insan","elbiseyi  kiyafetii kostumu","evde  magazada",giymek
"bir kiyafeti vucuduna gecirmek","insan","ustune almak","korunmak","usumek","korunmak","fiziksel","pantolon etek elbise","","","insan vucudu",giymek
"Bir gercegi ortmek","insan","dolayli","korkmak","hata","guvensizlik","fiziksel","konusarak","insan","gercek","konusma",gizlemek
"bir seyi saklamak","insan","tepkilerle","saklamak","korkunca","gorunmemek","fiziksel","sozcukler","insana","saklamak","her yerde yapilabilir",gizlemek
"baskasi bilsin istememek","anne  baba","saklayarak  soylemeyerek","korumak","","","fiziksel  zihinsel","","cocuklara","cikolata  cips","arabada",gizlemek
"bilinmemesini saglamak","insan","saklayarak","guven eksiltmek icin","korkunca","saklanmis olur","zihinsel","dusunce ile ","insana","","is yerinde",gizlemek
"Gorunmesini engellemek","canli cansiz","davranissal","saklamak","istenmediginde","onleyerek","fiziksel","insan hayvan","insan  hayvan","sucu  durumu","sucta  kacista",gizlemek
"bir esyayi veya eylemi baska insanlarin gormesini engellemek","insan ","saklamak","saklamak","utanmak","gormemek","fiziksel","insan","insan","","",gizlemek
"Bir noktadan bir noktaya gitmek","hayvan  gocebe  insan","ucarak  yuruyerek","barinmak","mevsim degisikligi","hayatta kalmak","fiziksel","esyalar","","","arazide",gocmek
"baska bir yere gitmek","insan","aracla","gitmek","zorda kalirsa","ayrilmak","fiziksel","arabayla","insana","gitmek","her yerde yapilabilir",gocmek
"temelli ayrilmak","halklar","kervan duzerek","yasamak","","yurt tutulur","fiziksel","oba ile yapilir","yurt tutulan topraklara","","topraklarda",gocmek
"uzaklara gitmek","insan","giderek","kacmak icin","tukenince","degisiklik","fiziksel","araba ile","insana","ulke sehir","yolda",gocmek
"Yasadigi yerden ayrilmak","insan","bolge  degistirerek","zorunlu-gonullu","memnuniyetsizlik","mekan degisir","fiziksel","arac binek hayvan","bir baska yone yere","yeri  ulkeyi  sehri","ulkede  sehirde",gocmek
"bir yerlesim yerinden baska bir yerlesim yerine tasinmak.","calisan","nakil","yer degistirmek","savas kitlik","rotasyon","fiziksel","esya","yerlesim yeri","yuk","lokasyon",gocmek
"Bir nesneyi iletmek","gonderici","postalamak","iletmek","gerekmek","iletmek","fiziksel","posta","alici","","postahane",gondermek
"bir seyi baskasina yollamak","insan","aracla","yollamak","istendiginde","yollamak","fiziksel","paketle","insana","yollamak","her yerde yapilabilir",gondermek
"transfer etmek","ogrenci","e-mail ile","ulastirmak","bilgi verince","gorev tamamlanir","fiziksel","telefon  bilgisayar","ogretme","odevi","okulda",gondermek
"birseyi yollamak","insan","paket ile","siparis icin","siparis gelince","siparis sahibinine ulasir","fiziksel","kargo ile","insana","kargo siparisi","yolda",gondermek
"bir yere yollamak  yolcu etmek  ugurlamak","insan","kargoyla  biriyle","ihtiyac","bilgi toplamak","vilgi alniri","fiziksel","arac- teknoloji","bir yoreye ","kisiyi  problemi","ulke sehir ilce",gondermek
"bir esyayi baska birinin eline ulasmasi icin yola cikarmak.","insan ","posta","iletisim","alisveris ","eline ulasmak","fiziksel","mektup","insan","","postahane  kargo",gondermek
"Goz organinin aldigi sinyalleri beyine iletmesi","insan  hayvan","bakmak","farkina varmak","her zaman","","fiziksel","goz","nesne  canli","nesne","aydinlik",gormek
"farketmek","insan","duygularla","bakmak","ozlediginde","begenmek","fiziksel","gozle","insana","bakmak","her yerde yapilabilir",gormek
"etrafi anlamak","insan","gozu acarak","carpmamak ","","idrak edilir","fiziksel","goz ","etrafa  cevreye","onunu  arkani","arabada",gormek
"gozle bir yere bakmak","hayvan","bakarak","anlamak icin","","","fiziksel","gozu ile","insana","dogaya","dogada",gormek
"gozun gormesi bir seyin varligini secmek","insan hayvan","goz ile","bakmak","istenince","gorulur","fiziksel","goz ","herhangi bir seye","insanlari  nesneleri","heryerde",gormek
"esyalara degen isigin goz merceginden gecerek beyinde goruntu olusturmasi","insan hayvan","gormek","yon bulmak","isik","goruntu","fiziksel","goz","esya","isik","dunya",gormek
"Baskasinin kisiyi gormesi","insan  hayvan","bakmak","farkedilmek","gerekmek","farkedilmek","fiziksel","goz","nesne  canli","","aydinlik",gorunmek
"dikkat cekmek","insan","bakarak","dikkat cekmek","merak ettiginde","dikkat cekmek","fiziksel","gozle","insana","dikkat cekmek","her yerde yapilabilir",gorunmek
"kisa sureli gozukmek","solucanlar","topraktan cikar","deri solunumu","yagmur yaginca","gorunurler","fiziksel","yagmur ile","insalara  hayvanlara","","yerlerde",gorunmek
"meydanda olmak","ortada bulunur","bekleyerek","farkedilmek icin","araninca","bulunur","fiziksel","gozu ile","insana","","bahcede",gorunmek
"goze gorunecek sekilde gorulur olmak","insan hayvan","belirterek","arastirmak","ortaya cikarmak","gorunur olunur","fiziksel","goz","insana hayvana","kisilere","heryerde  durumda",gorunmek
"baska bir insan tarafindan farkedilmek.","insan   hayvan","isik","farkedilmek","isik","sezmek","fiziksel","goz","insan","","ev ofis",gorunmek
"Bir kisiyle bir araya gelmek","arkadas  dost  sevgili","bir araya gelmek","eglenmek","ozlemek","mutlu hissetmek","fiziksel","arkadas","arkadas  dost","","park  cafe  sokak",gorusmek
