@RELATION	text2arff

@ATTRIBUTE	nerede_bulunur	STRING
@ATTRIBUTE	canli_cansiz	STRING
@ATTRIBUTE	ust_kavrami_nedir	STRING
@ATTRIBUTE	yaninda_neler_bulunur	STRING
@ATTRIBUTE	icinde_neler_bulunur	STRING
@ATTRIBUTE	hammaddesi_nedir	STRING
@ATTRIBUTE	ne_ise_yarar	STRING
@ATTRIBUTE	kim_kullanir	STRING
@ATTRIBUTE	sifatlari	STRING
@ATTRIBUTE	sekli_nasil	STRING
@ATTRIBUTE	hacmi	STRING
@ATTRIBUTE	agirlik	STRING
@ATTRIBUTE	rengi	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	class	{ag,agac,akbil,akordeon,akumulator,alci,altin,ambalaj,anahtar,antibiyotik,apartman,araba,arac,ari,arma,armut,arpa,artik,asansor,asetat,asfalt,asi,asit,aski,astar,atac,atki,atlet,atom,av,avize,ayak,ayakkabi,aygitlar,ayirac,ayna,azot,bacak,baharat,bakir,bakla,bal,balik,balsam,banknot,bant,banyo,barometre,baslik,basortusu,baston,batarya,benzin,beton,bez,biblo,bicak,bidon,bilet,bilgisayar,bina,bira,bisiklet,bluz,bor,bornoz,boru,boya,boynuz,brosur,bugday,buhar,bulasik,buldozer,bulgur,buro,burun,buz,buzdolabi,caki,cakmak,calgi,cam,camasir,canli,canta,catal,cati,cavdar,cay,cd,ceket,cekmece,cekyat,celik,cenaze,cep_telefonu,cephane,cerceve,cetvel,cevcere,ceviz,cicek,ciger,cihaz,cikartma,cikolata,cikrik,cila,cilt,cimento,cini,cinko,civa,civata,civi,cokelek,corap,cumle,cuval,daire,dal,damga,dantel,degirmen,demir,deniz,dergi,deri,deterjan,diken,dil,disci,dolap,domates,domuz,dugme,dunya,duvar,ecza,el,elbise,eldiven,elektrik,elektrik_anahtari,elektrik_sigortasi,elma,elmas,enzim,esarp,esya,et,etek,etiket,ev,fanila,fare,fayans,fermuar,fernuar,fici,fildisi,film,filtre,firin,fisek,fistik,florasan,fosil,fotograf,fotokopi,fren,gaz,gazete,gemi,giysi,gokdelen,gomlek,gomlem,goz,gozlem,gozluk,gubre,gumus,halat,halilar,hamur,harclar,harf,harita,hava,havlu,havuc,havuz,hayvan,heykel,hidrojen,hindistan,hoparlor,hormon,hortum,hucre,hurda,hurma,icecek,igne,ilac,inci,insaat,internet,ip,ipek,iplik,irmik,iskemle,islak_mendil,ispirto,izgara,jenerator,kablo,kabuk,kadife,kagit,kahve,kakao,kalay,kalem,kalemtras,kalorifer,kalp,kalsiyum,kamci,kamera,kamis,kamyon,kantar,kap,kapi,karabiber,karanfil,karbon,karin,karton,kartpostal,kartvizit,kase,kasik,katir,kaucuk,kavun,kayak,kayis,kazak,kazan,kece,keci,kemik,kepenk,kerpeten,kibrit,kil,kilit,kilot,kirec,kiremit,kitap,kitap_ayraci,klasor,klavye,klima,kol,kol_saati,koltuk,komur,kondansator,kornis,koyun,kravat,krom,kukurt,kul,kulak,kum,kumas,kumes,kurdelec,kure,kurk,kursun,kus,kutu,lahana,lamba,lastik,lavabo,lehim,lif,likor,lokomotif,losyon,macun,maden,magnezyum,makas,makine,mandal,manken,mantar,manto,margarin,marmelat,marul,masa,maske,mayo,mendil,merdane,mermer,mermi,metal,meyve,miknatis,mikrop,mikroskop,mineral,misir,mobilya,monitor,mont,motor,motorsiklet,mozaik,mum,murekkep,musamba,musluk,muz,muzik,nisasta,not_defteri,oda_spreyi,odun,oksijen,okuz,olta,omuz,org,orgu,ortu,ot,otobus,otomat,oyuncak,pacavra,palet,pamuk,pancar,pano,pantalon,pantolon,papyon,para,parasut,parfum,parke,parmak,parmaklik,patates,patlayici,pecete,pencere,perde,peruk,petrol,peynir,pijama,pil,pipo,pirasa,pirinc,piyano,plaka,plastik,pompa,porselen,poster,profil,projeksiyon,pudra,pul,puro,puro2,,pusula,radar,radyo,raki,ray,recel,resim,rezistans,romork,saat,sabun,sac,sakal,sakatat,sakiz,salatalik,salgam,saman,sandalye,sapka,sarap,savas,sayac,sebze,sehpa,seker,sekerleme,seluloz,semsiye,sepet,seramik,serum,sicim,sigara,sira,sirke,sirt_cantasi,site,siva,siyanur,soba,sofben,sogan,somun,somya,sos,sosis,soya,sozcuk,sozluk,spor,su,su_isiticisi,sunger,supurge,surahi,susleme,sut,tabak,tabanca,tabela,tablo,tahil,tahta,takvim,talas,tank,tarak,tarcin,tas,tavuk,tayt,tebesir,tekne,tel,televizyon,telsiz,tencere,terazi,tereyagi,terlik,termometre,testere,testi,tirmik,tirnak,tohum,toka,toplanti_masasi,toprak,torba,tornavida,toz,traktor,tugla,tul,tup,tutun,tuval,tuy,tuz,tuzluk,un,uzaktan_kumanda,uzum,vagon,vanilya,varil,vazo,vernik,vida,video,vinc,vitamin,yag,yakit,yangin,yapi,yapistirici,yaprak,yastik,yatak,yay,yayin,yazici,yelek,yiyecek,yogurt,yol,yonca,yosun,yumurta,yun,yuzuk,zamk,zehir,zeytinyagi,zimba,zimpara,zincir}

@DATA
"yuzde","cansiz","duyu organi","goz","kemik","doku","koklama ihtiyacini karsilar","insanlar","iyi","belirsiz","","","ten rengi","","","","","","","","","","",burun
"budolzbinda  kapta  pardakta","cansiz","kati su","soguk icecekler","","su","sogutma  kompres","herkes","","kare gibi","degisken","degisken","seffaf","","","","","","","","","","",buz
"soguk yerde","cansiz","su","su","su","su","sogutmaya","","yogusmali","kup","3cm3","","degisken","","","","","","","","","","",buz
"buzdolabi","cansiz","kimya","kap","su molekulu","su","icecegi sogutmaya","herkes","kuru","kare dikdortgen","","250 gr","seffaf","","","","","","","","","","",buz
" buzdolabinda","cansiz","","icecek","su","su","icecekleri sogutmaya yarar","insanlar","kuru","kup","","","seffaf","","","","","","","","","","",buz
"magaza  ev","cansiz","sogutucu","elektrik prizi","","metal","sogutma","herkes","","dikdortgen","degisken","degisken","beyaz  siyah  gri  kirmizi","","","","","","","","","","",buzdolabi
"mutfak","cansiz","alet","camasir makinasi","motor","","sogutmaya","insan","eski yeni","dikdortgen","1 5m3","90kg","beyaz","","","","","","","","","","",buzdolabi
"magaza","cansiz","cihaz","fis","isik bolme","cam plastik metal","taze yiyecekleri muhafaza etmeye","herkes","genis","kare dikdortgen","","","gri","","","","","","","","","","",buzdolabi
"mutfakta","cansiz","beyazesya","dolap","yiyecekler","celik","yiyecekleri sogutmaya yarar","insanlar","kaliteli","dikdortgen","","40 kilo","beyaz","","","","","","","","","","",buzdolabi
"duvar  ahsap","cansiz","","torpu","","metal","kesme","herkes","metal","kucuk","degisken","degisken","metal","","","","","","","","","","",caki
"","cansiz","alet","","celik","demir celik","","gorevli","korelmis","","","80gr","gri","","","","","","","","","","",caki
"market","cansiz","kesici alet","kilif","keskin kivrim","metal","kesmeye","maceracilar","keskin","yassi","","","gri","","","","","","","","","","",caki
"mutfakta","cansiz","alet","kesilecek nesne","","celik","kesmeye yarayan alet","insanlar","keskin","belirsiz","","15 gr","renkli","","","","","","","","","","",caki
"cep  ev  araba","cansiz","alet","sigara","","plastik.metal","yakma","herkes","","parmak gibi","degisken","degisken","","","","","","","","","","","",cakmak
"ocak","cansiz","alet","","gaz","gaz cakmak tasi","ates yakmaya","sef","gazi bitmis","","5cm3","100gr","renkli","","","","","","","","","","",cakmak
"market","cansiz","yakici alet","kapak","gaz","metal gaz","yakmaya","herkes","otomatik","kare dikdortgen","","","mavi","","","","","","","","","","",cakmak
"mutfakta","cansiz","alet","","gaz","gaz","ates yakmaya yarayan parca","insanlar","dolu","belirsiz","","","renkli","","","","","","","","","","",cakmak
"konser  bar  kafe","cansiz","alet","sanatci","","","sanat","muzisiyen","","","degisken","degisken","","","","","","","","","","","",calgi
"muzikhol","cansiz","muzik aleti","davul zurna","tahta","","nota calmaya","muzisyen","","","","2kg","renkli","","","","","","","","","","",calgi
"muzik aletleri magazasi","cansiz","muzik aleti","canta","akord","tahta tel","calmaya","muzisyenler","gurultulu","uzun ince","","","sari","","","","","","","","","","",calgi
"konserde","cansiz","muzik enstrumanlari","","tel","tahta","muzik yapmaya yarar","insalar","telli","belirsiz","","","renkli","","","","","","","","","","",calgi
"her yerde","cansiz","","ates","","kum","","herkes","","","degisken","degisken","seffaf","","","","","","","","","","",cam
"pencere","cansiz","alet","perde","kum","kum soda","tozlu havayi engellemeye","","cizilmis","","","","seffaf","","","","","","","","","","",cam
"ev fabrika okul","cansiz","urun","ortu","","kum","dis etkenden korumaya","herkes","dayanikli","duz oval","","","seffaf","","","","","","","","","","",cam
"evde","cansiz","","duvar","","kum","soguktan korumaya yarar","insanlar","cift","kare","","","renksiz","","","","","","","","","","",cam
"ev  otel","cansiz","giysi","deterjyan","","kumas","atesleme","herkes","","kumas","degisken","degisken","renkli","","","","","","","","","","",camasir
"kirli sepeti","cansiz","giysi","pantolon bluz","yun","kumas","","insan","temiz ","","","10kg","renkli","","","","","","","","","","",camasir
"ev","cansiz","kiyafet","sepet","iplik","pamuk keten","yikamaya","herkes","kirli","","","8 kg","beyaz","","","","","","","","","","",camasir
"evde","cansiz","giysi","","","kiyafet","kiyafetleri yedeklemeye yarar","insanlar","kirli","belirsiz","","","renkli","","","","","","","","","","",camasir
"her yerde","canli","yasayan  hayat dolu","cansiz","","","yasami surdurme","herkes","","","degisken","degisken","","","","","","","","","","","",canli
"heryer","canli","","arakadas","organlar","","","","","","","","","","","","","","","","","","",canli
"orman sokak deniz","canli","varlik","diger canlilar","kalp","hucre","","herkes","","","","","kahverengi","","","","","","","","","","",canli
"heryerde","canli","","","organ","hucre","yasamak icin","canlilar","bitkisel","belirsiz","","","renksiz","","","","","","","","","","",canli
"ev isyeri okul","cansiz","kumas","insan","kiyafet bilgisayar aksesuar","iplik deri","esya tasimak","herkes","buyuk kucuk genis dar saglam","kare dikdortgen","5 m3","1 kg","","","","","","","","","","","",canta
"heryerde","cansiz","esya","","cuzdan makyaj malzemesi kitap","kumas deri pilastik","esya tasimaya","genellikle kadinlar","buyuk kucuk","dikdortgen","400cm3","500gr","tum renkler","","","","","","","","","","",canta
"ev  okul","cansiz","esya","","kitap","deri","kitap tasimak  bilgisayar tasimak","herkes","buyuk  kucuk  orta","","","","kahverengi  yesil  pembe  mavi","","","","","","","","","","",canta
"heryer","cansiz","metal","tabak bardak kasik bicak","","metal demir","yemek yemek","herkes","sert uzun esnek","uzun","1 cm3","50 gr","gri siyah beyaz","","","","","","","","","","",catal
"mutfakta","cansiz","esya","kasik bicak","","metal","yemek yemege","herkes","buyuk kucuk","kendine ozgu","15cm3","50gr","gumus altin","","","","","","","","","","",catal
"ev  restoran","cansiz","","tabak  kasik","","metal","yemek yemek","herkes","uzun  kisa","dort disli uzun alet","","","","","","","","","","","","","",catal
"konut binasi okul binasi  hastane  binasi","cansiz","kiremit","beton demir","","kil cimento","binayi korumak","tum binalar","ince","ucgen","","5000 kg","kirmizi yesil","","","","","","","","","","",cati
"evlerin ustunde","cansiz","yapi","kremit","demir","demir","evi korur","herkes","genis","ucgen","","","kremit siyah","","","","","","","","","","",cati
"bina","cansiz","","baca","","kiremit","yagmuru onlemek","herkes","buyuk  kucuk","ucgen","","","kahverengi","","","","","","","","","","",cati
"ekmek  hayvan yemi","canli","bitki","hayvan  ot","","su protein seluloz","ekmek yapmak","diyet yapan insanlar hayvanlar","ince uzun kivrik kirilgan","uzun ince","","1 gr","sari yesil","","","","","","","","","","",cavdar
"ekmek  hayvan yemi  icki","canli","bitki","arpa bugday"," karbonhidrat  protein  potasyum B vitamini ","","besin olarak kullanilir","insanlar hayvanlar","yararli hafif saglikli","","","","sari","","","","","","","","","","",cavdar
"ekmek  kumlu toprak  gevsek toprak","cansiz","tahil","","","un","","","","","","","","","","","","","","","","","",cavdar
"ev okul kiraathane hastane ofis","canli","bitki","seker cay kasigi","","su  yesil yaprak","sicak icecek","begenen herkes","demli acik","","","","yesil siyah beyaz","","","","","","","","","","",cay
"bahce","canli","bitki","ot","yaprak","yaprak","icecek yapmak","insanlar","kokulu","ucgensel","1m3","5g","siyah","","","","","","","","","","",cay
"market  ev  isyeri","cansiz","","tatli  kurabiye","","","icmek","herkes","","","","","siyah","","","","","","","","","","",cay
"bilgisayar  araba","cansiz","","cd calar","","plastik","kayit alma","herkes","parlak  yuvarlak  metal","daire ","degisken","degisken","gri  metal","","","","","","","","","","",cd
"","cansiz","","bez","","","veri saklamaya","ogrenci","cizik","daire","5cm3","","degisken","","","","","","","","","","",cd
"teknolojik market","cansiz","depolama urunu","cd okuyucu","bilgi","krom","bilgi saklamaya","oyun firmalari","cizik","daire","","","beyaz","","","","","","","","","","",cd
"bilgisayarda","cansiz","bilgisayar","","okuyucu","plastik","saklamak icin","insanlar","2 gb","yuvarlak","","2 gr","gri","","","","","","","","","","",cd
"magaza  dolap","cansiz","kiyafet  giysi","askilik","","kumas","soguktan koruma","herkes","uzun.kisa.bol.dar","","degisken","degisken","her renkten yapilabilir","","","","","","","","","","",ceket
"dolap","cansiz","giysi","pantolon","kumas","kumas","giymeye","insan","eski yipranmis","","","1.5kg","","","","","","","","","","","",ceket
"magaza","cansiz","kiyafet","dugme","cep","deri","soguktan korunmaya","herkes","su gecirmez","kollu giysi seklinde","","","kirmizi","","","","","","","","","","",ceket
"sokakta","cansiz","","sapka","yun","iplik","soguktan korumaya yarar","insanlar","kalin","belirsiz","","400 gr","renksiz","","","","","","","","","","",ceket
"ev okul hastane ofis dukkan","cansiz","tahta","","kiyafet aksesuar bilgisayar","su seluloz","esya saklamak","herkes","tek gozlu cok gozlu","","1 m3","10 kg","","","","","","","","","","","",cekmece
"ev ofis hastane okul yurt","cansiz","cisim","","kiyafet corap","ahsap plastik celik","kucuk capli esyalarin muhafazasi icin kullanilir","insanlar","kucuk derin buyuk sig","dikdortgen","","","her renk","","","","","","","","","","",cekmece
"ev  ofis","cansiz","mobilya","dolap  yatak","corap  atlet","","esyalari duzenlemek","herkes","genis  dar","dortgen","","","kahverengi  beyaz","","","","","","","","","","",cekmece
"ev okul hastane ofis dukkan","cansiz","tahta","carsaf hali","","su seluloz","oturmak yatmak","herkes","sert yumusak eski yeni konforlu","","5 m3","70 kg","","","","","","","","","","","",cekyat
"evlerde","cansiz","esya","tv","hurc","yun","dinlenmeye","insanlar","kucuk buyuk","dikdortgen","4m3","6kg","tum renkler","","","","","","","","","","",cekyat
"ev","cansiz","mobilya","","","","","herkes","","","","","","","","","","","","","","","",cekyat
"insaat malzeme uretimi","cansiz","alet","","","demir","dayanikli insaat malzemesi uretimi","herkes","yogun sert","","","","gri","","","","","","","","","","",celik
"","cansiz","alasim","beton","demir  karbon","demir  karbon","binalari guclendirmek","insaatci","sert","dikdortgen","1m3","40kg","gri","","","","","","","","","","",celik
"","cansiz","element","","","","","","","","","","","","","","","","","","","","",celik
"turbe  cami  mezarlik","cansiz","toren","tabut ","  ","ahsap","ugurlama","herkes","uzucu","uzucu","degisken","degisken","","","","","","","","","","","",cenaze
"morg","cansiz","","tabut","ceset","insan vucudu","","","yasli ","","","70kg","beyaz","","","","","","","","","","",cenaze
"cami mezarlik","cansiz","etkinlik","tabut","kefen","","oluyu ugurlamaya","herkes","kalabalik","","","","","","","","","","","","","","",cenaze
"cami","cansiz","","imam","olu","","olu merasimi icin kullanilir.","insanlar","kalabalik","","","","renksiz","","","","","","","","","","",cenaze
"her yerde","cansiz","arac","kulaklik","","plastik.metal","haberlesme","herkes","ekranli.tuslu","dikdortgen","degisken","degisken","siyah.metal.beyaz.kirmizii","","","","","","","","","","",cep_telefonu
"cep","cansiz","alet","kilif","batarya","","iletisim kurmaya","insan","yeni surum","","","350gr","degisken","","","","","","","","","","",cep_telefonu
"teknolojik market","cansiz","cihaz","sim kart","cip","plastik silikon cam","iletisim kurmaya","herkes","akilli","dikdortgen","","","siyah","","","","","","","","","","",cep_telefonu
"heryerde","cansiz","elektronik","insan","sim ","elektrik devresi","uzaktan konusmaya yarar","insalar","pahali","dikdortgen","","350 gr","renkli","","","","","","","","","","",cep_telefonu
"savas alaninda","cansiz","muhimmat","asker","","metal","savunma","asker  savasci","","parmak gibi","degisken","degisken","metal.grey.siyah","","","","","","","","","","",cephane
"depo","cansiz","","asker","silah","","muhimmat saklamaya","asker","","","","","","","","","","","","","","","",cephane
"askeri us","cansiz","askeri urun","hazne","barut","metal","ates etmeye","askerler","yeni","","","1 kg","yesil","","","","","","","","","","",cephane
"cephede","cansiz","","askerler","silah","demir","askerlerin kullandiklari nesneleri toplamaya","askerler","buyuk","belirsiz","","","siyah","","","","","","","","","","",cephane
"ev okul kiraathane hastane ofis","cansiz","alet","mobilya","fotograf","tahta plastik demir","fotografi korumak","herkes","kucuk buyuk genis","dikdortgen","","1 kg","","","","","","","","","","","",cerceve
"evde","cansiz","esya","fotograf","fotograf","plastik cam","","insanlar","kucuk buyuk","dikdortgen","5cm3","250gr","tum renkler","","","","","","","","","","",cerceve
"ev  ofis  hastane  cafe","cansiz","sus esyasi","duvar saati","resim","poliamid  polikarbonant","fotograflari asmak","herkes","buyuk  kucuk  ortanca","kare","","","kahverengi  siyah","","","","","","","","","","",cerceve
"okul  ev  is yeri","cansiz","olcme aparati","kalem","","plastik","olcme","herkes","uzun","dikdortgen","degisken","degisken","seffaf","","","","","","","","","","",cetvel
"canta","cansiz","olcum aleti","kalem","naylon","naylon","olcmeye","ogrenci","","uzun dikdortgen","","10gr","renkli","","","","","","","","","","",cetvel
"kirtasiye","cansiz","arac gerec","kilif","isaret","tahta","olcum yapmaya","ogrenciler","uzun","dikdortgen","","","kahverengi","","","","","","","","","","",cetvel
"okulda","cansiz","okul esyalari","ogrenci","numaralar","","olcum yapmaya yarar","insanlar","kucuk","dikdortgen","","2 gr","seffaf","","","","","","","","","","",cetvel
"ev okul kiraathane hastane ofis","cansiz","alet","mobilya","fotograf","tahta plastik demir","fotografi korumak","herkes","kucuk buyuk genis","dikdortgen","","1 kg","","","","","","","","","","","",cevcere
"evde","cansiz","esya","fotograf","fotograf","plastik cam","","insanlar","kucuk buyuk","dikdortgen","5cm3","250gr","tum renkler","","","","","","","","","","",cevcere
"agac  ciftlik  mutfak","cansiz","kuruyemis","ceviz kiraci","","organik.ahsap","beslenme","herkes","daire","daire ","degisken","degisken","kahverengi","","","","","","","","","","",ceviz
"agac","cansiz","kuruyemis","agac","","","yemeye","insan","kurumus ","yuvarlak","2cm3","10gr","sari ","","","","","","","","","","",ceviz
"bahce","canli","gida","kabuk","besin","","beslenmeye","herkes","sert","yuvarlak","","","kahverengi","","","","","","","","","","",ceviz
"agacta","cansiz","meyve","insan","","","enerji saglar","insanlar","taze","yuvarlak","","2 gr","kahve","","","","","","","","","","",ceviz
"orman bahce tarla","canli","bitki","cimen  hayvan ot","polen","bitki","polen uretmek koku uretmek","ari insan hayvan","kuru yas kokulu kokusuz","","","","","","","","","","","","","","",cicek
"bahce","canli","bitki","toprak","karbon su  lif","karbon  su ","ureme","bitki","guzel kokulu","ucgensel","3m3","040 g ","mor","","","","","","","","","","",cicek
"bahce  ev","canli","bitki","cam  gunes isigi","ureme organi","","oksijen salmak","herkes","mor  beyaz  kirmizi","","","","mor  beyaz  kirmizi","","","","","","","","","","",cicek
"canlilarda","canli","organ","kan  damar","","","nefes alma  sindirim","herkes","","","degisken","degisken","kirmizi siyah","","","","","","","","","","",ciger
"canli bedeni","cansiz","organ","kalp","kan","kan doku","nefes almaya","insan","taze ","","30cm3","400gr","kirmizi","","","","","","","","","","",ciger
"vucut","canli","organ","zar","damar","hucre","enzim uretir","herkes","leziz","","","700 gr","kirmizi","","","","","","","","","","",ciger
"mutfakta","cansiz","yemek","icecek","","et","doymaya yarar","insanlar","pismis","belirsiz","","","siyah","","","","","","","","","","",ciger
"her yerde","cansiz","alet","kablo","","metal.plastik","teknoloji kullanimi","herkes","Elektrikli","","degisken","degisken","","","","","","","","","","","",cihaz
"yasam alani","cansiz","alet","sarj aleti","kablo","","","","yeni ","","","","degisken","","","","","","","","","","",cihaz
"teknolojik market","cansiz","teknoloji","sarj aleti","silikon","plastik silikon","her gereksinime","herkes","akilli","","","","gri","","","","","","","","","","",cihaz
"heryerde","cansiz","elektronik","","devre","plastik","hayati kolaylastirmaya yarar","insanlar","akilli","belirsiz","","","renkli","","","","","","","","","","",cihaz
"evin duvari deter kapagi kitap kapagi bilgisayar kapagi","cansiz","kagit","","yapiskanli resim","kagit plastik","herhangi bir yuzeye resim yapistirmak","cocuk genc yetiskin","renkli sekilli","","","","","","","","","","","","","","",cikartma
"dolap","cansiz","yapiskan","kagit","renk","kagit","renk katar","insanlar","karisik","kare","5cm3","5gr","her renk","","","","","","","","","","",cikartma
"","cansiz","","","","","","insan","kavga  cigirini","","","","","","","","","","","","","","",cikartma
"","cansiz","yiyecek","","kakao sut fistik findik","kakao","mutluluk hormonu salgilatmak","herkes","sert yumusak aci tatli","","","50 gr","kahverengi siyah beyaz","","","","","","","","","","",cikolata
"tatlici","cansiz","yemek","kahve","findik  fistik  sut","kakao  seker","mutlu etmek","herkes","lezzetli","","","","kahverengi","","","","","","","","","","",cikolata
"market  fabrika","cansiz","gida","kahve  cay","seker  findik  antep fistigi","kakao","mutluluk vermek  enerji vermek","","karamel  bitter","","","","siyah  beyaz","","","","","","","","","","",cikolata
"kuyularda","cansiz","alet","su kova","","su seluloz demir","kuyudan su cekmek","herkes","kucuk buyuk demirli halatli","silindir","","5 kg","kahverengi","","","","","","","","","","",cikrik
"ev","cansiz","alet","yun keten iplik","","tahta ahsap","iplik egirmek icin kullanilir","insanlar","buyuk kucuk tekli pedalli","","","","kahverengi","","","","","","","","","","",cikrik
"","cansiz","alet","","","","","herkes","","","","","","","","","","","","","","","",cikrik
"market  boyaci","cansiz","kimyasal bilesik","sunger","","","parlatma","boyaci","","sprey gibi","degisken","degisken","seffaf","","","","","","","","","","",cila
"","cansiz","","firca","","","parlatmaya","usta","kokusuz su sizdirmaz","","10cm3","","renkli","","","","","","","","","","",cila
"nalbur","cansiz","koruyucu madde","sprey","kimyasal madde","kimyasallar","boya korur","yapi ustalari","parlak","konuldugu kabin seklinde","","","seffaf","","","","","","","","","","",cila
"mobilyalarda","cansiz","","boya","","kimsayal","nesneleri parlatmaya yarar","insanlar","parlak","belirsiz","","","rensiz","","","","","","","","","","",cila
"canlilarda","canli","ortu  organ  kapak","kiyafet","","","koruma","herkes","",".sari","degisken","degisken","esmer.siyah.beyaz.sari","","","","","","","","","","",cilt
"kirtasiye","cansiz","organ","","","deri","kaplamaya","ogrenci","kurumus ","","","","degisken","","","","","","","","","","",cilt
"kutuphane","cansiz","ansiklopedi kitap","ayrac","sayfa","kagit","","herkes","koruyucu","kare dikdortgen","","","siyah","","","","","","","","","","",cilt
"kitap","cansiz","","","kitap","doku","icindeki nesneyi korumaya yarar","insanlar","temiz","belirsiz","","","ten rengi","","","","","","","","","","",cilt
"Binalarda","cansiz","toz malzeme","","kil kalker tasi","kil","Bbton yapmak","insaatcilar","kuru yas","toz","","","gri beyaz kursun rengi","","","","","","","","","","",cimento
"insaat","cansiz","insaat","tugla","tas kil","kil","betonun olusturulmasinda","insanlar","saglam","sekilsiz","20cm3","50gr","gri","","","","","","","","","","",cimento
"insaat","cansiz","","","","kirectasi  kil","","","","","1 m3","250 kg","","","","","","","","","","","",cimento
"porselen canak comlek","cansiz","alet","porselen canak comlek","","kil","canak comlek porselen suslemek","comlek ve porselen ureticileri","kirilgan parlak mat","","","","","","","","","","","","","","",cini
"muze","cansiz","sanat","cam","seramik","kil","gorsel sanat","insanlar","guzel","yuvarlak","20cm3","50gr","her renk","","","","","","","","","","",cini
"iznik  kutahya","cansiz","seramik","","","kil  kuvars","suslemek","insan","mozaik","","","","mavi  mor","","","","","","","","","","",cini
"Dogada insan vucudunda","cansiz","element","","","cinko","Buyume gelisme","herkes","","","","","","","","","","","","","","","",cinko
"","cansiz","element","","demir","mineraller","korozyon koruma malzemesi olarak kullanilir otomativ de kullanilir","insanlar","sert kirilgan","amorf","","","gri","","","","","","","","","","",cinko
"kirmizi et  tavuk","cansiz","element","","","pirinc  cinko oksit","buyumek  gelismek","insan","sert  kirilgan","","7.134 cm3","","mavimsi acik gri","","","","","","","","","","",cinko
"dogada","cansiz","element","oksijen","","metal","","","","gumus gibi","degisken","degisken","gumus","","","","","","","","","","",civa
"termometre","cansiz","","deney","demir","demir celik","","","","sivi","10cm3","","gri","","","","","","","","","","",civa
"termometre","cansiz","kimya","","","","termometre isi olcumu","kimyagerler","akiskan","konuldugu kabin seklinde","","","metalik","","","","","","","","","","",civa
